trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,jp_trip_desc,jp_trip_desc_symbol,jp_office_id
0303_08_01_06_1429,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0303_09_01_06_1528,00003,06,新橋駅行,,,,85222,,,,,01
0303_10_01_06_1629,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0303_11_01_06_1728,00003,06,新橋駅行,,,,85222,,,,,01
0304_02_01_06_0828,00003,06,新橋駅行,,,,85202,,,,,01
0304_03_01_06_0926,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0304_04_01_06_1028,00003,06,新橋駅行,,,,85222,,,,,01
0304_05_01_06_1129,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0304_06_01_06_1228,00003,06,新橋駅行,,,,85222,,,,,01
0304_07_01_06_1329,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0304_08_01_06_1428,00003,06,新橋駅行,,,,85222,,,,,01
0304_09_01_06_1529,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0304_10_01_06_1628,00003,06,新橋駅行,,,,85222,,,,,01
0304_11_01_06_1729,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0304_12_01_06_1828,00003,06,新橋駅行,,,,85223,,,,,01
0401_02_01_06_0838,00004,06,港区役所北行,,,,85254,,,,,01
0401_03_01_06_0938,00004,06,港区役所北行,,,,85254,,,,,01
0401_04_01_06_1038,00004,06,港区役所北行,,,,85254,,,,,01
0401_05_01_06_1138,00004,06,港区役所北行,,,,85254,,,,,01
0401_06_01_06_1238,00004,06,港区役所北行,,,,85254,,,,,01
0401_07_01_06_1338,00004,06,港区役所北行,,,,85254,,,,,01
0401_08_01_06_1438,00004,06,港区役所北行,,,,85254,,,,,01
0401_09_01_06_1538,00004,06,港区役所北行,,,,85254,,,,,01
0401_10_01_06_1638,00004,06,港区役所北行,,,,85254,,,,,01
0401_11_01_06_1738,00004,06,港区役所北行,,,,85254,,,,,01
0401_12_01_06_1838,00004,06,港区役所北行,,,,85253,,,,,01
0411_02_01_06_0751,00005,06,広尾駅行,,,,85261,,,,,01
0411_03_01_06_0851,00005,06,広尾駅行,,,,85262,,,,,01
0411_04_01_06_0951,00005,06,広尾駅行,,,,85262,,,,,01
0411_05_01_06_1051,00005,06,広尾駅行,,,,85262,,,,,01
0411_06_01_06_1151,00005,06,広尾駅行,,,,85262,,,,,01
0411_07_01_06_1251,00005,06,広尾駅行,,,,85262,,,,,01
0411_08_01_06_1351,00005,06,広尾駅行,,,,85262,,,,,01
0411_09_01_06_1451,00005,06,広尾駅行,,,,85262,,,,,01
0411_10_01_06_1551,00005,06,広尾駅行,,,,85262,,,,,01
0411_11_01_06_1651,00005,06,広尾駅行,,,,85262,,,,,01
0411_12_01_06_1751,00005,06,広尾駅行,,,,85262,,,,,01
0411_13_01_06_1851,00005,06,広尾駅行,,,,85263,,,,,01
0411_14_01_06_1951,00005,06,麻布十番駅前（一の橋）行,,,,85272,,,,,01
0412_02_01_06_0811,00005,06,広尾駅行,,,,85262,,,,,01
0412_03_01_06_0911,00005,06,広尾駅行,,,,85262,,,,,01
0412_04_01_06_1011,00005,06,広尾駅行,,,,85262,,,,,01
0412_05_01_06_1111,00005,06,広尾駅行,,,,85262,,,,,01
0412_06_01_06_1211,00005,06,広尾駅行,,,,85262,,,,,01
0412_07_01_06_1311,00005,06,広尾駅行,,,,85262,,,,,01
0412_08_01_06_1411,00005,06,広尾駅行,,,,85262,,,,,01
0412_09_01_06_1511,00005,06,広尾駅行,,,,85262,,,,,01
0412_10_01_06_1611,00005,06,広尾駅行,,,,85262,,,,,01
0412_11_01_06_1711,00005,06,広尾駅行,,,,85262,,,,,01
0412_12_01_06_1811,00005,06,広尾駅行,,,,85262,,,,,01
0412_13_01_06_1911,00005,06,広尾駅行,,,,85263,,,,,01
0412_14_01_06_2011,00005,06,麻布十番駅前（一の橋）行,,,,85273,,,,,01
0413_02_01_06_0831,00005,06,広尾駅行,,,,85262,,,,,01
0413_03_01_06_0931,00005,06,広尾駅行,,,,85262,,,,,01
0413_04_01_06_1031,00005,06,広尾駅行,,,,85262,,,,,01
0413_05_01_06_1131,00005,06,広尾駅行,,,,85262,,,,,01
0413_06_01_06_1231,00005,06,広尾駅行,,,,85262,,,,,01
0413_07_01_06_1331,00005,06,広尾駅行,,,,85262,,,,,01
0413_08_01_06_1431,00005,06,広尾駅行,,,,85262,,,,,01
0413_09_01_06_1531,00005,06,広尾駅行,,,,85262,,,,,01
0413_10_01_06_1631,00005,06,広尾駅行,,,,85262,,,,,01
0413_11_01_06_1731,00005,06,広尾駅行,,,,85262,,,,,01
0413_12_01_06_1831,00005,06,広尾駅行,,,,85262,,,,,01
0413_13_01_06_1931,00005,06,広尾駅行,,,,85274,,,,,01
0501_02_01_06_0751,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0501_03_01_06_0824,00006,06,赤坂見附駅行,,,,85301,,,,,01
0501_04_01_06_0911,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0501_06_01_06_1004,00006,06,赤坂見附駅行,,,,85301,,,,,01
0501_07_01_06_1051,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0501_09_01_06_1144,00006,06,赤坂見附駅行,,,,85301,,,,,01
0501_10_01_06_1231,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0501_12_01_06_1324,00006,06,赤坂見附駅行,,,,85301,,,,,01
0501_13_01_06_1411,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0501_15_01_06_1504,00006,06,赤坂見附駅行,,,,85301,,,,,01
0501_16_01_06_1551,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0501_18_01_06_1644,00006,06,赤坂見附駅行,,,,85301,,,,,01
0501_19_01_06_1731,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0501_21_01_06_1824,00006,06,赤坂見附駅行,,,,85301,,,,,01
0501_22_01_06_1911,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0502_02_01_06_0744,00006,06,赤坂見附駅行,,,,85301,,,,,01
0502_03_01_06_0831,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0502_05_01_06_0924,00006,06,赤坂見附駅行,,,,85301,,,,,01
0502_06_01_06_1011,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0502_08_01_06_1104,00006,06,赤坂見附駅行,,,,85301,,,,,01
0502_09_01_06_1151,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0502_11_01_06_1244,00006,06,赤坂見附駅行,,,,85301,,,,,01
0502_12_01_06_1331,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0502_14_01_06_1424,00006,06,赤坂見附駅行,,,,85301,,,,,01
0502_15_01_06_1511,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0502_17_01_06_1604,00006,06,赤坂見附駅行,,,,85301,,,,,01
0502_18_01_06_1651,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0502_20_01_06_1744,00006,06,赤坂見附駅行,,,,85301,,,,,01
0502_21_01_06_1831,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0502_23_01_06_1924,00006,06,赤坂見附駅行,,,,85311,,,,,01
0502_24_01_06_2011,00006,06,六本木ヒルズ行,,,,85312,,,,,01
0503_02_01_06_0804,00006,06,赤坂見附駅行,,,,85301,,,,,01
0503_03_01_06_0851,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0503_05_01_06_0944,00006,06,赤坂見附駅行,,,,85301,,,,,01
0503_06_01_06_1031,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0503_08_01_06_1124,00006,06,赤坂見附駅行,,,,85301,,,,,01
0503_09_01_06_1211,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0503_11_01_06_1304,00006,06,赤坂見附駅行,,,,85301,,,,,01
0503_12_01_06_1351,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0503_14_01_06_1444,00006,06,赤坂見附駅行,,,,85301,,,,,01
0503_15_01_06_1531,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0503_17_01_06_1624,00006,06,赤坂見附駅行,,,,85301,,,,,01
0503_18_01_06_1711,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0503_20_01_06_1804,00006,06,赤坂見附駅行,,,,85301,,,,,01
0503_21_01_06_1851,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0504_02_01_06_0811,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0504_03_01_06_0844,00006,06,赤坂見附駅行,,,,85301,,,,,01
0504_04_01_06_0931,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0504_06_01_06_1024,00006,06,赤坂見附駅行,,,,85301,,,,,01
0504_07_01_06_1111,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0504_09_01_06_1204,00006,06,赤坂見附駅行,,,,85301,,,,,01
0504_10_01_06_1251,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0504_12_01_06_1344,00006,06,赤坂見附駅行,,,,85301,,,,,01
0504_13_01_06_1431,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0504_15_01_06_1524,00006,06,赤坂見附駅行,,,,85301,,,,,01
0504_16_01_06_1611,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0504_18_01_06_1704,00006,06,赤坂見附駅行,,,,85301,,,,,01
0504_19_01_06_1751,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0504_21_01_06_1844,00006,06,赤坂見附駅行,,,,85301,,,,,01
0504_22_01_06_1931,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0505_02_01_06_0904,00006,06,赤坂見附駅行,,,,85301,,,,,01
0505_03_01_06_0951,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0505_05_01_06_1044,00006,06,赤坂見附駅行,,,,85301,,,,,01
0505_06_01_06_1131,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0505_08_01_06_1224,00006,06,赤坂見附駅行,,,,85301,,,,,01
0505_09_01_06_1311,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0505_11_01_06_1404,00006,06,赤坂見附駅行,,,,85301,,,,,01
0505_12_01_06_1451,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0505_14_01_06_1544,00006,06,赤坂見附駅行,,,,85301,,,,,01
0505_15_01_06_1631,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0505_17_01_06_1724,00006,06,赤坂見附駅行,,,,85301,,,,,01
0505_18_01_06_1811,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0505_20_01_06_1904,00006,06,赤坂見附駅行,,,,85301,,,,,01
0505_21_01_06_1951,00006,06,六本木ヒルズ行,,,,85302,,,,,01
0601_02_01_06_0731,00007,06,品川駅港南口行,,,,85352,,,,,01
0601_03_01_06_0810,00007,06,品川駅港南口行,,,,85371,,,,,01
0601_04_01_06_0930,00007,06,品川駅港南口行,,,,85371,,,,,01
0601_05_01_06_1050,00007,06,品川駅港南口行,,,,85371,,,,,01
0601_06_01_06_1210,00007,06,品川駅港南口行,,,,85371,,,,,01
0601_07_01_06_1330,00007,06,品川駅港南口行,,,,85371,,,,,01
0601_08_01_06_1450,00007,06,品川駅港南口行,,,,85371,,,,,01
0601_09_01_06_1610,00007,06,品川駅港南口行,,,,85371,,,,,01
0601_10_01_06_1730,00007,06,品川駅港南口行,,,,85371,,,,,01
0601_11_01_06_1850,00007,06,品川駅港南口行,,,,85371,,,,,01
0602_02_01_06_0730,00007,06,品川駅港南口行,,,,85371,,,,,01
0602_03_01_06_0850,00007,06,品川駅港南口行,,,,85371,,,,,01
0602_04_01_06_1010,00007,06,品川駅港南口行,,,,85371,,,,,01
0602_05_01_06_1130,00007,06,品川駅港南口行,,,,85371,,,,,01
0602_06_01_06_1250,00007,06,品川駅港南口行,,,,85371,,,,,01
0602_07_01_06_1410,00007,06,品川駅港南口行,,,,85371,,,,,01
0602_08_01_06_1530,00007,06,品川駅港南口行,,,,85371,,,,,01
0602_09_01_06_1650,00007,06,品川駅港南口行,,,,85371,,,,,01
0602_10_01_06_1810,00007,06,品川駅港南口行,,,,85371,,,,,01
0602_11_01_06_1930,00007,06,浅草線三田駅前行,,,,85351,,,,,01
0603_02_01_06_0751,00007,06,品川駅港南口行,,,,85352,,,,,01
0603_03_01_06_0830,00007,06,品川駅港南口行,,,,85371,,,,,01
0603_04_01_06_0950,00007,06,品川駅港南口行,,,,85371,,,,,01
0603_05_01_06_1110,00007,06,品川駅港南口行,,,,85371,,,,,01
0603_06_01_06_1230,00007,06,品川駅港南口行,,,,85371,,,,,01
0603_07_01_06_1350,00007,06,品川駅港南口行,,,,85371,,,,,01
0603_08_01_06_1510,00007,06,品川駅港南口行,,,,85371,,,,,01
0603_09_01_06_1630,00007,06,品川駅港南口行,,,,85371,,,,,01
0603_10_01_06_1750,00007,06,品川駅港南口行,,,,85371,,,,,01
0603_11_01_06_1910,00007,06,品川駅港南口行,,,,85372,,,,,01
0604_02_01_06_0750,00007,06,品川駅港南口行,,,,85371,,,,,01
0604_03_01_06_0910,00007,06,品川駅港南口行,,,,85371,,,,,01
0604_04_01_06_1030,00007,06,品川駅港南口行,,,,85371,,,,,01
0604_05_01_06_1150,00007,06,品川駅港南口行,,,,85371,,,,,01
0604_06_01_06_1310,00007,06,品川駅港南口行,,,,85371,,,,,01
0604_07_01_06_1430,00007,06,品川駅港南口行,,,,85371,,,,,01
0604_08_01_06_1550,00007,06,品川駅港南口行,,,,85371,,,,,01
0604_09_01_06_1710,00007,06,品川駅港南口行,,,,85371,,,,,01
0604_10_01_06_1830,00007,06,品川駅港南口行,,,,85371,,,,,01
0604_11_01_06_1950,00007,06,浅草線三田駅前行,,,,85361,,,,,01
0701_02_01_06_0749,00008,06,竹芝桟橋入口行,,,,85506,,,,,01
0701_04_01_06_0918,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0701_06_01_06_1118,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0701_08_01_06_1318,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0701_10_01_06_1518,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0701_12_01_06_1718,00008,06,田町駅東口行,,,,85510,,,,,01
0702_02_01_06_0757,00008,06,田町駅東口行,,,,85512,,,,,01
0702_04_01_06_0829,00008,06,竹芝桟橋入口行,,,,85506,,,,,01
0702_06_01_06_0958,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0702_08_01_06_1158,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0702_10_01_06_1358,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0702_12_01_06_1558,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0702_14_01_06_1758,00008,06,芝浦アイランド行,,,,85508,,,,,01
0702_16_01_06_1949,00008,06,田町駅東口行,,,,85503,,,,,01
0703_02_01_06_0809,00008,06,田町駅東口行,,,,85503,,,,,01
0703_04_01_06_0909,00008,06,田町駅東口行,,,,85503,,,,,01
0703_06_01_06_1009,00008,06,田町駅東口行,,,,85503,,,,,01
0703_08_01_06_1109,00008,06,田町駅東口行,,,,85503,,,,,01
0703_10_01_06_1209,00008,06,田町駅東口行,,,,85503,,,,,01
0703_12_01_06_1309,00008,06,田町駅東口行,,,,85503,,,,,01
0703_14_01_06_1409,00008,06,田町駅東口行,,,,85503,,,,,01
0703_16_01_06_1509,00008,06,田町駅東口行,,,,85503,,,,,01
0703_18_01_06_1609,00008,06,田町駅東口行,,,,85503,,,,,01
0703_20_01_06_1709,00008,06,田町駅東口行,,,,85503,,,,,01
0703_22_01_06_1809,00008,06,田町駅東口行,,,,85503,,,,,01
0703_24_01_06_1909,00008,06,芝浦アイランド行,,,,85509,,,,,01
0704_02_01_06_0849,00008,06,竹芝桟橋入口行,,,,85506,,,,,01
0704_04_01_06_1018,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0704_06_01_06_1218,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0704_08_01_06_1418,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0704_10_01_06_1618,00008,06,竹芝桟橋入口行,,,,85502,,,,,01
0704_12_01_06_1818,00008,06,芝浦アイランド行,,,,85517,,,,,01
0704_14_01_06_2009,00008,06,田町駅東口行,,,,85504,,,,,01
0705_02_01_06_0929,00008,06,竹芝桟橋入口行,,,,85506,,,,,01
0705_04_01_06_1058,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0705_06_01_06_1258,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0705_08_01_06_1458,00008,06,竹芝桟橋入口行,,,,85501,,,,,01
0705_10_01_06_1658,00008,06,田町駅東口行,,,,85510,,,,,01
0705_13_01_06_1929,00008,06,田町駅東口行,,,,85503,,,,,01
